gene,importance
ramR_@fs_79_80_28931_61618_1,0.17550402879714966
ompK35_@fs_46_47_0_30950_0,0.1436082124710083
ramR_@del_146_147_306157_306160_0_STOP,0.1433844268321991
ompK36_@del_300_301_125765_125768_1_STOP,0.14267104864120483
blaSHV-7,0.13932743668556213
blaSHV-49,0.1276533305644989
blaSHV-12,0.11468122899532318
tet(M),0.11011576652526855
qnrS,0.1095997542142868
ompK35_E132K,0.10837503522634506
blaLEN-2,0.1050625741481781
ompK35_@fs_46_47_90604_121683_1,0.10277551412582397
ompK35_@fs_46_47_597_31631_1,0.10273981094360352
dfrB5,0.10175502300262451
blaSHV-57,0.09920527040958405
ompK35_@del_273_274_175236_175239_1_STOP,0.09893663972616196
aph(3')-IIIa,0.09503930807113647
blaNDM-7,0.09496046602725983
blaLEN-13,0.09405015408992767
blaOKP-A-71,0.08895266056060791
blaSHV,0.08562962710857391
ompK36_@fs_164_165_775_2419_1,0.08542943000793457
blaKPC-3,0.08521346747875214
blaSHV-27,0.08398869633674622
acrR_Y114F,0.0815163180232048
acrR_V165I,0.0815163180232048
ant(2'')-Ia,0.07465878129005432
blaKPC-2,0.07241358608007431
pmrA_G53S,0.0688524842262268
blaNDM-50,0.06612259149551392
mrdA_T529N,0.05913746356964111
cirA_@del_614_615_179047_179050_1_STOP,0.05723094567656517
qnrS1,0.056511152535676956
qnrB,0.05265921354293823
gyrA_S83T,0.05094565451145172
blaSHV-33,0.04788406565785408
tet(D),0.04635997861623764
blaSHV-187,0.04489115998148918
aac(6')-Ib3,0.044865429401397705
dfrA50,0.04314279928803444
qnrB4,0.041771501302719116
blaDHA-1,0.04171472787857056
ompK36_@del_124_125_173226_173229_0_STOP,0.039393603801727295
ompK36_W125Ter,0.039393603801727295
erm(B),0.03809082508087158
qnrE1,0.03668028116226196
cmlA1,0.035953402519226074
qacL,0.03593325614929199
estX-3,0.035880327224731445
sul3,0.03535524010658264
blaLEN-16,0.03478291630744934
blaSHV-14,0.03432232141494751
blaOKP-A-72,0.033471763134002686
blaSHV-168,0.03033691644668579
ramR_@fs_132_133_0_39996_0,0.030196011066436768
dfrA7,0.029226183891296387
blaCTX-M-15,0.029124725610017776
blaSHV-11,0.028686221688985825
blaCTX-M-3,0.025887370109558105
aadA2,0.024511074647307396
